Year,City,Population,Average Wage,Number of Employees,65+ percentage,0-17 percentage
2017,כפר קאסם,22.7,6107.355607,9230,3.78578024,39.81005144
2017,כרמיאל,45.9,8959.22653,23491,17.20202966,24.69130425
2017,לוד,74.6,7443.136639,33763,12.39477776,33.63358533
2017,מגדל העמק,25.4,7504.044763,12527,13.65732529,29.30905364
2017,מודיעין עילית,70.1,4914.886564,14614,0.849017565,64.42687747
2017,מודיעין-מכבים-רעות,91.3,14491.30672,42069,6.996758935,37.03573931
2017,מעלה אדומים,37.8,9631.498187,19348,9.003887141,32.98252109
2017,מעלות-תרשיחא,21.3,8276.192765,10949,13.68787323,27.41336343
2017,נהרייה,56.1,9650.198828,28479,16.82688021,26.06338392
2017,נס ציונה,49.1,13501.67226,22393,11.91862833,32.80320925
2017,נצרת,76.6,6609.832272,31866,7.964624891,32.18899818
2017,נצרת עילית,40.6,7516.906809,21269,18.82451473,23.54419155
2017,נשר,23.7,10121.47538,11681,16.94808202,22.58200345
2017,נתיבות,33.8,6862.432988,14832,6.196157376,42.18301311
2017,נתניה,214.1,8831.196384,97576,17.48894213,27.93961728
2017,סח'נין,30.5,6482.924137,12917,4.805551918,36.61450831
2017,עכו,48.3,7378.442387,23480,13.30559179,27.51795955
2017,עפולה,49.2,7846.463014,24910,14.14915902,27.92003091
2017,עראבה,25,6318.468338,9383,4.28079449,40.09690854
2017,ערד,25.5,7689.5994,11504,15.5542499,30.88915002
2017,פתח תקווה,240.4,10559.89789,117983,15.485715,29.90010692
2017,צפת,35.3,6214.396675,12259,9.479532827,40.55731942
2017,קלנסווה,22.4,6546.752931,8673,3.866785874,41.08627626
2017,קריית אונו,39.4,14532.24644,17677,14.42712828,31.09294888
2017,קריית אתא,57.5,8943.458174,28174,15.69769463,26.2335269
2017,קריית ביאליק,39.6,9450.167263,19568,19.66297812,23.79111717
2017,קריית גת,53.5,7307.357477,26498,12.34505581,31.35341298
2017,קריית ים,39.7,7865.332715,19257,21.75018887,20.90153614
2017,קריית מוצקין,41.4,9959.576363,21399,20.73841699,23.01158301
2017,קריית מלאכי,22.3,6649.35445,11085,9.482025339,33.31691812
2017,קריית שמונה,22.8,7708.551563,11772,12.2833129,26.09875679
2017,ראש העין,50.5,10807.27043,28266,8.120428914,30.43228351
2017,ראשון לציון,249.9,10492.38932,127413,16.24669815,24.32562235
2017,רהט,66.8,5389.092449,19600,2.105074037,51.60126364
2017,רחובות,138.4,10809.66346,64903,15.05430737,30.99892325
2017,רמלה,75.7,7563.255994,35175,11.40905006,30.5571708
2017,רמת גן,156.3,11359.91611,73271,17.92266296,22.45308011
2017,רמת השרון,46,14451.1137,20299,18.28157935,28.50779026
2017,רעננה,72.8,12897.71736,33797,17.62257932,26.74220574
2017,שדרות,25.1,7790.989038,13349,10.27528045,29.31020765
2017,שפרעם,41,6701.77191,17138,6.540074103,32.69549532
2017,תל אביב-יפו,443.9,11606.01652,232455,15.28610913,21.01099475
2017,אבו גוש,7.3,7054.717529,3131,5.469176214,35.92471358
2017,אבו סנאן,13.7,6688.529774,5343,6.214400467,33.30655762
2017,אבן יהודה,13.7,14368.19578,6131,12.92323409,33.02685347
2017,אורנית,8.7,13479.63795,4443,7.590987868,34.73136915
2017,אזור,12.7,9579.818063,5932,13.96740414,26.73017873
2017,אכסאל,14.2,6694.91366,5350,4.261144261,38.04141804
2017,אליכין,3.5,8974.566164,1723,10.27849555,31.26614987
2017,אלפי מנשה,7.8,12452.47316,3940,8.498910396,34.45712088
2017,אלקנה,3.9,11939.51205,1708,12.51287333,36.97219361
2017,אעבלין,13,6474.238491,5387,5.750577367,34.88837567
2017,אפרת,9.1,10484.86228,4529,5.945590171,41.14743308
2017,באר יעקב,22.9,11568.50135,11662,7.207562032,36.96118332
2017,בועיינה-נוג'ידאת,9.5,5903.760792,3884,3.844935037,38.61835851
2017,בוקעאתא,6.5,5690.178105,2426,6.245181187,32.72166538
2017,ביר אל-מכסור,9.1,6143.42749,3742,4.507567449,38.44044747
2017,בית אל,6.1,7561.204742,2355,4.277987215,47.66431733
2017,בית אריה,5,11185.4004,2577,6.458123108,34.97477296
2017,בית ג'ן,11.7,7199.417498,5315,6.368448011,30.80075124
2017,בית דגן,7.1,10432.10061,3329,10.89178216,29.18941621
2017,"בני עי""ש",7,8040.727954,3712,18.81966276,23.14947128
2017,בנימינה-גבעת עדה,15.6,14087.9742,6609,8.289625176,35.48675963
2017,"בסמ""ה",9.5,5978.884395,3894,4.005872483,40.52013423
2017,בסמת טבעון,7.7,6230.029651,3263,5.158371041,36.26373626
2017,בענה,8.1,5315.782756,3348,4.759556104,37.04069051
2017,גבעת זאב,17.3,8820.837937,7350,7.065750736,41.5690123
2017,ג'דיידה-מכר,20.6,5971.625848,8742,5.03565711,35.18168146
2017,גדרה,27.5,11791.20402,11846,10.2298349,36.16626664
2017,ג'ולס,6.3,8042.584258,2975,6.647537064,29.55523673
2017,ג'לג'וליה,9.8,5483.672171,3891,5.58153721,39.61976413
2017,גן יבנה,23.5,11437.07772,11550,6.752794186,34.38017934
2017,גני תקווה,18.2,14354.20038,8671,13.65131579,32.90570175
2017,ג'סר א-זרקא,14.4,5491.897875,6093,2.59038648,43.08075911
2017,ג'ש (גוש חלב),3.1,8482.249944,1477,11.3452188,28.39546191
2017,ג'ת,11.6,7726.84473,5104,5.633802817,35.15115081
2017,דאלית אל-כרמל,17.2,7730.349255,7631,6.976338585,29.1669089
2017,דבורייה,10.2,6716.746434,4089,6.302934804,36.48808351
2017,דייר אל-אסד,12.1,6899.073512,5074,4.898397489,37.74161573
2017,דייר חנא,10.1,6457.863873,4505,5.65234607,34.32983568
2017,הר אדר,4.1,15096.72841,1992,10.69492361,32.33119763
2017,זכרון יעקב,23,13898.90117,10150,10.52471284,32.96641142
2017,זמר,6.8,6818.343943,2859,5.738309485,36.67207553
2017,זרזיר,7.8,6153.731845,3259,3.888603696,39.60472279
2017,חורה,20.8,6112.060504,4143,1.857376576,56.61630257
2017,חורפיש,6.2,8112.144357,2723,6.146685925,33.44567485
2017,חצור הגלילית,9.1,7340.723154,4414,10.56291391,33.05739514
2017,חריש,3.6,8703.010614,3863,3.629257398,48.46454495
2017,טובא-זנגרייה,6.5,5939.424397,2997,3.82848392,36.98315467
2017,טורעאן,13.7,6087.518331,5437,5.130263446,37.55382033
2017,יאנוח-ג'ת,6.5,7604.625086,2916,4.995360346,34.59635014
2017,יבנאל,4.3,6530.595706,1374,9.810791871,44.10184536
2017,יסוד המעלה,1.7,10384.08621,752,12.25692398,30.81909252
2017,יפיע,18.7,6124.97011,7575,5.402655815,35.49475262
2017,ירוחם,9.5,8341.599723,4627,9.12627484,35.05414783
2017,ירכא,16.7,6977.409144,6093,5.827909476,35.1406222
2017,כאבול,13.6,6421.176349,4708,4.242069016,37.87090629
2017,כאוכב אבו אל-היג'א,3.5,7114.070116,1614,6.362058994,36.43724696
2017,כוכב יאיר,8.9,14589.46478,4987,11.14861064,25.07593655
2017,כסיפה,20.3,6067.1127,4353,2.054320988,53.59506173
2017,כסרא-סמיע,8.5,7477.721324,3493,4.086905461,38.19142689
2017,כעביה-טבאש-חג'אג'רה,5.2,6343.42551,2318,3.996157541,39.5196926
2017,כפר ברא,3.5,6605.730262,1465,3.410719404,42.04643164
2017,כפר ורדים,5.5,13700.60341,2790,14.04615939,26.83014785
2017,כפר יאסיף,9.9,7071.981218,4561,7.702442485,30.15100841
2017,כפר כמא,3.3,8428.656474,1578,10.99269184,26.73568819
2017,כפר כנא,22,5589.563137,8376,4.67519461,38.89470569
2017,כפר מנדא,19.3,5268.576985,6865,3.409914105,41.09489806
2017,כפר קרע,18.3,7238.767501,8309,5.209414077,34.98061486
2017,כפר שמריהו,1.9,16694.21078,733,23.55769231,25.90811966
2017,כפר תבור,4.1,12928.81989,2132,10.56355209,32.3737497
2017,להבים,6.4,16896.88541,3317,11.59261577,28.22277847
2017,לקיה,12.9,5797.154095,4176,2.341137124,51.95613285
2017,מבשרת ציון,24.4,12165.57529,11615,14.61239517,27.69891593
2017,מגאר,22.3,6617.637406,8994,5.210906967,32.94551008
2017,מג'ד אל-כרום,15.1,5907.136459,6505,4.898446834,37.28262312
2017,מגדל,1.9,8208.3898,884,10.33386328,31.054584
2017,מג'דל שמס,10.9,5341.246479,4236,7.227813358,31.55535224
2017,מזכרת בתיה,14.2,13811.58256,7408,7.733597005,35.6946112
2017,מזרעה,3.8,6515.066261,1889,6.221869208,27.87926926
2017,מטולה,1.6,8977.073686,907,13.56565028,21.28189172
2017,מיתר,7.7,15582.39615,4605,9.820622016,33.19137953
2017,מסעדה,3.6,5360.885959,1422,6.263919822,34.99443207
2017,מעיליא,3.2,9191.359466,1537,16.01880878,25.73667712
2017,מעלה אפרים,1.2,7351.772625,744,10.62240664,32.03319502
2017,מעלה עירון,14.6,5906.90282,5549,4.518960433,37.79057807
2017,מצפה רמון,5.2,7254.250034,2432,8.301526718,33.41603053
2017,משהד,8.1,5726.918954,3170,4.634779385,38.45012977
2017,נחף,12.6,5994.907037,4898,3.974978225,40.30406208
2017,סאג'ור,4.1,7525.888409,1967,4.580520733,32.71456123
2017,סביון,3.9,17641.85344,1890,18.10211449,27.69468798
2017,ע'ג'ר,2.6,7236.32447,1053,3.399765533,39.11684252
2017,עומר,7.6,16675.38348,3925,18.98069092,29.13437541
2017,עיילבון,5.6,7859.104723,2548,7.9634932,31.1202577
2017,עילוט,7.9,5575.901749,2754,3.487786452,39.85142282
2017,עין מאהל,12.8,5443.66933,5257,4.313969787,37.14374708
2017,עין קנייא,2,5987.090548,901,6.246925726,34.38268569
2017,עמנואל,3.4,5056.584784,1264,3.924418605,50.63953488
2017,עספיא,12.1,8001.537149,5377,8.256427159,29.44133158
2017,ערערה,24.5,6631.37239,7967,5.715916504,37.23091977
2017,ערערה-בנגב,17,5969.503869,4049,1.707087356,54.46197316
2017,פוריידיס,12.9,6101.01603,5474,4.608580961,37.4039879
2017,פסוטה,3.1,8074.676706,1519,10.39380245,26.56552615
2017,פקיעין (בוקייעה),5.8,7517.807981,2600,7.889717357,29.39136466
2017,פרדס חנה-כרכור,41.1,10701.87479,18647,10.99849302,32.92256089
2017,פרדסייה,5.8,12642.10446,3368,10.3809197,24.89704873
2017,קדומים,4.5,9535.015834,1842,7.364427583,46.93148851
2017,קדימה-צורן,22,13134.74498,10334,7.395279029,33.28330377
2017,קצרין,7.1,7073.139005,3603,14.1013049,27.82376877
2017,קריית ארבע,7.3,6481.878937,3154,8.066494073,42.17195803
2017,קריית טבעון,17.7,12608.17957,7452,19.42766834,25.26951515
2017,קריית יערים,4.8,6106.943107,1579,3.099173554,49.38016529
2017,קריית עקרון,10.9,8217.016989,5474,12.13676781,27.83023192
2017,קרני שומרון,7.4,9240.532944,3769,7.69439544,35.63577148
2017,ראמה,7.6,7562.922436,3553,10.31662269,28.40369393
2017,ראש פינה,3.1,9775.473715,1433,14.66840902,28.12806272
2017,ריינה,18.7,6110.746827,6488,5.122446797,35.32242541
2017,רכסים,11.8,5540.469391,3444,4.105423213,49.61142085
2017,רמת ישי,7.7,12830.7576,3796,11.43302585,29.44004157
2017,שבלי - אום אל-גנם,5.9,6563.922638,2484,5.359565807,39.72184532
2017,שגב-שלום,9.9,5412.116314,2835,1.758108518,53.23835506
2017,שוהם,20.9,15179.93895,11081,6.135321101,30.83428899
2017,שלומי,6.2,8925.176943,3260,10.98901099,29.99353588
2017,שעב,6.8,5720.725743,2817,4.441176471,36.07352941
2017,תל מונד,12.6,14516.7836,6103,7.290757636,33.89131297
2017,תל שבע,19.7,5278.405538,4927,1.817905611,55.38282358
2018,אום אל-פחם,55.183,5851.761229,20519,4.254933585,38.33064531
2018,אופקים,29.021,7547.109102,14019,9.124427139,35.47775749
2018,אור יהודה,36.864,8543.171005,17634,12.68988715,28.39084201
2018,אור עקיבא,18.237,8248.942415,9868,13.65356144,27.77320831
2018,אילת,51.935,8521.735118,32310,10.02406855,25.43949167
2018,אלעד,47.865,6705.589068,13514,1.575263763,57.80006268
2018,אריאל,20.455,9411.935568,10180,11.46418968,23.65680763
2018,אשדוד,224.629,8808.093548,104387,14.44737768,31.10684729
2018,אשקלון,140.967,8557.932588,69761,15.17872977,27.93774429
2018,באקה אל-גרביה,29.394,6983.89291,12021,5.160917194,37.40899503
2018,באר שבע,209.002,9136.266449,100890,15.30415977,26.84376226
2018,בית שאן,18.226,7713.686987,9789,10.55086141,30.68693076
2018,בית שמש,118.676,7163.274031,36568,3.868515959,51.79143213
2018,ביתר עילית,56.746,5373.688842,15374,1.022098474,60.56990801
2018,בני ברק,198.863,6223.985381,59129,6.907770676,47.98127354
2018,בת ים,128.774,7732.186788,65946,22.11937192,21.04384425
2018,גבעת שמואל,26.023,13281.63588,11799,12.17000346,34.44260846
2018,גבעתיים,60.212,13304.26224,29885,16.60964592,23.97030492
2018,דימונה,34.135,9478.511029,18059,12.48864802,28.94096968
2018,הוד השרון,62.325,14612.00888,30172,13.40713999,30.08102688
2018,הרצלייה,95.142,12612.22573,46183,19.22915221,24.42034012
2018,חדרה,95.683,9214.441538,48693,15.09254518,27.37163341
2018,חולון,194.273,9631.721185,94471,17.36885723,26.17605123
2018,חיפה,283.64,10212.09367,134990,20.43153293,23.2632915
2018,טבריה,44.233,6912.067119,20722,13.37915131,30.80279429
2018,טייבה,43.128,6438.237671,17973,5.474401781,37.51391208
2018,טירה,26.163,6987.973113,11728,6.539769904,32.88613691
2018,טירת כרמל,22.209,8694.185027,11928,14.22396326,26.35868342
2018,טמרה,33.851,6089.859783,14052,5.149035479,35.91031284
2018,יבנה,46.705,10515.48545,23669,10.85322771,32.5875174
2018,יהוד,29.929,11702.48298,15194,15.66373751,28.01296401
2018,יקנעם עילית,23.311,11751.5256,12555,10.49290035,31.67603277
2018,ירושלים,919.438,7635.669511,306765,9.176583957,39.359152
2018,כפר יונה,23.061,11568.79914,11405,8.93283032,33.61519448
2018,כפר סבא,100.764,12773.2326,49701,18.55722282,27.73808106
2018,כפר קאסם,23.242,6425.510896,9621,4.009981929,39.09302125
2018,כרמיאל,46.124,9150.836692,23990,17.74997832,24.67045356
2018,לוד,75.726,7734.762526,35119,12.48316298,33.67271479
2018,מגדל העמק,25.636,7684.571604,12817,13.92572944,30.19971914
2018,מודיעין עילית,73.08,5157.523345,15489,0.87985769,63.8998358
2018,מודיעין-מכבים-רעות,92.406,14733.90849,43544,7.617470727,36.14700344
2018,מעלה אדומים,38.193,9869.191568,19738,9.561961616,32.45620925
2018,מעלות-תרשיחא,21.423,8647.086835,11304,13.94762638,26.99901975
2018,נהרייה,56.88,9571.905039,30279,17.24331927,25.60302391
2018,נצרת עילית,41.169,7750.640461,21974,18.53579149,23.87961816
2018,נס ציונה,50.213,13816.14919,23018,12.85125366,32.38006094
2018,נצרת,77.063,6787.750989,33276,8.262071292,31.46905778
2018,נשר,23.982,10493.45559,12055,17.32549412,22.69201901
2018,נתיבות,35.631,7179.858647,15973,6.182818332,41.78383991
2018,נתניה,217.243,9045.683237,100584,17.74556603,27.84807796
2018,סח'נין,31.056,6617.165073,13698,5.090803709,35.84170531
2018,עכו,48.929,7582.539153,24451,13.57885916,27.7381512
2018,עפולה,51.737,8059.569431,26494,14.19873591,28.59268995
2018,עראבה,25.369,6592.854868,9740,4.572509756,39.29993299
2018,ערד,26.451,7845.563095,11694,15.08827644,32.07062115
2018,פתח תקווה,244.275,10757.54542,122907,15.83788763,29.94412036
2018,צפת,35.716,6370.095078,12956,9.575540374,40.37406205
2018,קלנסווה,22.788,6778.793917,9184,4.015271195,40.21853607
2018,קריית אונו,39.985,14825.46175,18327,14.61047893,31.16418657
2018,קריית אתא,58.268,9100.301454,29481,16.0551246,26.37296629
2018,קריית ביאליק,39.927,9569.524837,20440,19.86625592,23.97124753
2018,קריית גת,54.972,7597.565372,27907,12.45907007,31.9217056
2018,קריית ים,39.908,7965.664139,19911,22.38899469,20.95319234
2018,קריית מוצקין,42.014,10041.69567,22895,21.20245632,23.15656686
2018,קריית מלאכי,23.124,6986.752659,11532,9.665282823,33.65334717
2018,קריית שמונה,22.624,7920.294983,11912,12.80056577,25.83539604
2018,ראש העין,56.344,11213.70113,31384,8.21027971,31.22781485
2018,ראשון לציון,251.72,10700.18996,132020,16.89257906,24.32067376
2018,רהט,69.033,5719.184035,20708,2.152593687,50.81048194
2018,רחובות,141.579,11061.87001,67840,15.29676011,31.12043453
2018,רמלה,75.538,7825.5427,36319,11.79803543,30.69713257
2018,רמת גן,159.16,11569.68516,79088,17.89834129,22.44093993
2018,רמת השרון,46.721,14603.70054,20993,18.5762291,28.89921021
2018,רעננה,73.999,13080.299,34939,18.40970824,26.7990108
2018,שדרות,26.455,8180.024592,14188,10.12663013,29.45378945
2018,שפרעם,41.559,6911.339524,18038,6.840876826,31.93772709
2018,תל אביב-יפו,451.522,12273.29707,242777,15.24754054,21.06187517
2018,אבו גוש,7.543,7271.277452,3327,5.687392284,34.98607981
2018,אבו סנאן,13.915,6831.893346,5621,6.431908013,32.52605102
2018,אבן יהודה,13.7,14482.87754,6366,13.5620438,32.41605839
2018,אורנית,8.807,13915.10507,4531,8.073123652,34.48393323
2018,אזור,12.853,9806.457346,6164,14.62693535,27.12207267
2018,אכסאל,14.5,6828.043863,5597,4.475862069,37.26896552
2018,אליכין,3.486,8988.902591,1788,11.21629375,30.00573723
2018,אלפי מנשה,7.866,12645.69135,4035,8.721078057,33.82913806
2018,אלקנה,3.812,12224.47548,1757,13.30010493,36.64742917
2018,אעבלין,13.128,6609.757157,5659,6.093845216,33.8741621
2018,אפרת,10.088,10800.15457,4855,6.344171293,42.40681998
2018,באר יעקב,26.123,12017.02871,12488,7.185239061,38.07372813
2018,בועיינה-נוג'ידאת,9.645,6087.4589,4118,4.022809746,37.82270607
2018,בוקעאתא,6.528,5680.195561,2636,6.464460784,31.90870098
2018,ביר אל-מכסור,9.317,6529.678429,3833,4.765482451,37.66233766
2018,בית אל,6.042,7528.183615,2424,4.750082754,48.72558755
2018,בית ג'ן,11.865,7536.806181,5595,6.666666667,29.97050147
2018,בית דגן,7.211,10534.0899,3490,11.732076,28.7338788
2018,"בני עי""ש",7.017,8241.848598,3756,18.89696451,23.28630469
2018,בנימינה-גבעת עדה,15.627,14477.59933,6830,8.568503232,34.98432201
2018,"בסמ""ה",9.779,6236.522141,4110,4.192657736,39.06329891
2018,בסמת טבעון,7.835,6583.853122,3369,5.373324825,35.37970645
2018,בענה,8.3,5499.22956,3498,5.048192771,35.79518072
2018,גבעת זאב,17.922,8953.354365,7552,7.348510211,41.95402299
2018,ג'דיידה-מכר,20.92,6229.070962,9181,5.224665392,34.15391969
2018,גדרה,28.093,12021.2498,12285,10.67169758,35.95913573
2018,ג'ולס,6.375,8235.709529,3171,6.901960784,29.17647059
2018,ג'לג'וליה,9.983,5782.647415,4043,6.01021737,38.66573174
2018,גן יבנה,23.751,11794.68992,11878,7.102858827,33.29122984
2018,גני תקווה,19.263,14719.95829,9374,14.40066449,32.94917718
2018,ג'סר א-זרקא,14.692,5815.868167,6311,2.783827934,42.16580452
2018,ג'ש (גוש חלב),3.09,8811.004153,1525,11.42394822,27.54045307
2018,ג'ת,11.799,7970.649564,5384,5.881854394,34.50292398
2018,דאלית אל-כרמל,17.426,8024.372532,7970,7.385515896,28.81326753
2018,דבורייה,10.403,6970.177621,4298,6.901855234,35.53782563
2018,דייר אל-אסד,12.349,7162.190173,5268,5.061138554,37.03943639
2018,דייר חנא,10.259,6762.958702,4629,5.955746174,33.5607759
2018,הר אדר,4.056,15283.7148,2005,11.09467456,31.80473373
2018,זכרון יעקב,23.075,14023.46961,10434,11.12459372,32.19068256
2018,זמר,6.939,7100.917,3001,5.778930682,36.34529471
2018,זרזיר,7.942,6527.122176,3349,4.117350793,39.22185847
2018,חורה,21.559,6421.805925,4442,1.924950137,56.04156037
2018,חורפיש,6.315,8508.816212,2857,6.286619161,32.6682502
2018,חצור הגלילית,9.165,7487.839701,4620,10.86743044,32.95144572
2018,חריש,7.569,8781.133848,6216,3.276522658,47.21891928
2018,טובא-זנגרייה,6.667,6336.776309,3063,4.09479526,36.55317234
2018,טורעאן,14.036,6381.962102,5616,5.379025363,36.95497293
2018,יאנוח-ג'ת,6.614,7942.08957,3100,5.095252495,33.76171757
2018,יבנאל,4.294,7108.974004,1356,10.40987424,43.4559851
2018,יסוד המעלה,1.719,10733.07006,785,12.50727167,30.13379872
2018,יפיע,18.905,6351.49903,7993,5.681036763,34.40359693
2018,ירוחם,9.975,8572.501082,4929,9.032581454,34.90726817
2018,ירכא,17.002,7154.488748,6436,5.799317727,34.21950359
2018,כאבול,13.854,6601.465968,4912,4.511332467,37.1661614
2018,כאוכב אבו אל-היג'א,3.526,7315.621914,1674,6.778218945,35.25241066
2018,כוכב יאיר,8.772,14862.36769,5011,12.10670315,24.74920201
2018,כסיפה,21.079,6343.480149,4685,2.115849898,53.11447412
2018,כסרא-סמיע,8.649,8028.705408,3646,4.266389178,37.59972251
2018,כעביה-טבאש-חג'אג'רה,5.409,6658.522035,2409,4.122758366,39.15696062
2018,כפר ברא,3.594,6704.349127,1546,3.644963829,40.53978854
2018,כפר ורדים,5.579,13897.09916,2801,15.27155404,26.31295931
2018,כפר יאסיף,10.029,7293.883432,4739,8.046664672,29.73377206
2018,כפר כמא,3.332,8726.607228,1674,11.55462185,26.68067227
2018,כפר כנא,22.399,5848.88475,8739,4.893075584,37.82758159
2018,כפר מנדא,19.843,5395.275983,7290,3.522652825,40.06450638
2018,כפר קרע,18.675,7492.605374,8594,5.483266399,34.1793842
2018,כפר שמריהו,1.89,15714.17195,789,22.11640212,26.03174603
2018,כפר תבור,4.262,13091.71138,2205,10.91037072,32.54340685
